name,guid,unknown
ItemID.HeroItem.Tariq_SetD_Head,1376,0
ItemID.HeroItem.Tariq_SetD_Legs,1377,0
ItemID.HeroItem.Tariq_SetD_Necklace,1378,0
ItemID.HeroItem.Tariq_SetD_Ring,1379,0
ItemID.HeroItem.Tariq_SetD_Shoulders,1380,0
ItemID.HeroItem.Tariq_SetD_Wrists,1381,0
ItemID.HeroItem.Tariq_SF_Ring,1382,0
ItemID.HeroItem.Tariq_ST_Ring,1383,0
ItemID.HeroItem.Tariq_SW_Ring,1384,0
ItemID.HeroItem.Tariq_TW_Ring,1385,0
ItemID.HeroItem.Tariq_VV_Back,1386,0
ItemID.HeroItem.Tariq_VV_Chest,1387,0
ItemID.HeroItem.Tariq_VV_Feet,1388,0
ItemID.HeroItem.Tariq_VV_Hands,1389,0
ItemID.HeroItem.Tariq_VV_Head,1390,0
ItemID.HeroItem.Tariq_VV_Legs,1391,0
ItemID.HeroItem.Tariq_VV_Necklace,1392,0
ItemID.HeroItem.Tariq_VV_Ring,1393,0
ItemID.HeroItem.Tariq_VV_Shoulders,1394,0
ItemID.HeroItem.Tariq_WT_Back,1395,0
ItemID.HeroItem.Tariq_WT_Chest,1396,0
ItemID.HeroItem.Tariq_WT_Feet,1397,0
ItemID.HeroItem.Tariq_WT_Hands,1398,0
ItemID.HeroItem.Tariq_WT_Head,1399,0
ItemID.HeroItem.Tariq_WT_Legs,1400,0
ItemID.HeroItem.Tariq_WT_Necklace,1401,0
ItemID.HeroItem.Tariq_WT_Ring,1402,0
ItemID.HeroItem.Tariq_WT_Shoulders,1403,0
ItemID.HeroItem.Vigour_CA_Chest,1404,0
ItemID.HeroItem.Vigour_CA_Feet,1405,0
ItemID.HeroItem.Vigour_CA_Hands,1406,0
ItemID.HeroItem.Vigour_CA_Head,1407,0
ItemID.HeroItem.Vigour_CA_Legs,1408,0
ItemID.HeroItem.Vigour_CA_Necklace,1409,0
ItemID.HeroItem.Vigour_CA_Ring,1410,0
ItemID.HeroItem.Vigour_CA_Shoulders,1411,0
ItemID.HeroItem.Vigour_CA_Wrists,1412,0
ItemID.HeroItem.Vigour_CC_Ring,1413,0
ItemID.HeroItem.Vigour_DR_Chest,1414,0
ItemID.HeroItem.Vigour_DR_Feet,1415,0
ItemID.HeroItem.Vigour_DR_Hands,1416,0
ItemID.HeroItem.Vigour_DR_Head,1417,0
ItemID.HeroItem.Vigour_DR_Legs,1418,0
ItemID.HeroItem.Vigour_DR_Necklace,1419,0
ItemID.HeroItem.Vigour_DR_Ring,1420,0
ItemID.HeroItem.Vigour_DR_Shoulders,1421,0
ItemID.HeroItem.Vigour_DR_Wrists,1422,0
ItemID.HeroItem.Vigour_ES_Ring,1423,0
ItemID.HeroItem.Vigour_MF_Ring,1424,0
ItemID.HeroItem.Vigour_SA_Ring,1425,0
ItemID.HeroItem.Vigour_SetA_Chest,1426,0
ItemID.HeroItem.Vigour_SetA_Hands,1427,0
ItemID.HeroItem.Vigour_SetA_Head,1428,0
ItemID.HeroItem.Vigour_SetA_Legs,1429,0
ItemID.HeroItem.Vigour_SetA_Necklace,1430,0
ItemID.HeroItem.Vigour_SetA_Ring,1431,0
ItemID.HeroItem.Vigour_SetA_Shoulders,1432,0
ItemID.HeroItem.Vigour_SetA_Wrists,1433,0
ItemID.HeroItem.Vigour_SetB_Chest,1434,0
ItemID.HeroItem.Vigour_SetB_Hands,1435,0
ItemID.HeroItem.Vigour_SetB_Head,1436,0
ItemID.HeroItem.Vigour_SetB_Legs,1437,0
ItemID.HeroItem.Vigour_SetB_Necklace,1438,0
ItemID.HeroItem.Vigour_SetB_Ring,1439,0
ItemID.HeroItem.Vigour_SetB_Shoulders,1440,0
ItemID.HeroItem.Vigour_SetB_Wrists,1441,0
ItemID.HeroItem.Vigour_SetC_Chest,1442,0
ItemID.HeroItem.Vigour_SetC_Hands,1443,0
ItemID.HeroItem.Vigour_SetC_Head,1444,0
ItemID.HeroItem.Vigour_SetC_Legs,1445,0
ItemID.HeroItem.Vigour_SetC_Necklace,1446,0
ItemID.HeroItem.Vigour_SetC_Ring,1447,0
ItemID.HeroItem.Vigour_SetC_Shoulders,1448,0
ItemID.HeroItem.Vigour_SetC_Wrists,1449,0
ItemID.HeroItem.Vigour_SetD_Chest,1450,0
ItemID.HeroItem.Vigour_SetD_Hands,1451,0
ItemID.HeroItem.Vigour_SetD_Head,1452,0
ItemID.HeroItem.Vigour_SetD_Legs,1453,0
ItemID.HeroItem.Vigour_SetD_Necklace,1454,0
ItemID.HeroItem.Vigour_SetD_Ring,1455,0
ItemID.HeroItem.Vigour_SetD_Shoulders,1456,0
ItemID.HeroItem.Vigour_SetD_Wrists,1457,0
ItemID.HeroItem.Vigour_SF_Ring,1458,0
ItemID.HeroItem.Vigour_ST_Ring,1459,0
ItemID.HeroItem.Vigour_SW_Ring,1460,0
ItemID.HeroItem.Vigour_TW_Ring,1461,0
ItemID.HeroItem.Vigour_VV_Back,1462,0
ItemID.HeroItem.Vigour_VV_Chest,1463,0
ItemID.HeroItem.Vigour_VV_Feet,1464,0
ItemID.HeroItem.Vigour_VV_Hands,1465,0
ItemID.HeroItem.Vigour_VV_Head,1466,0
ItemID.HeroItem.Vigour_VV_Legs,1467,0
ItemID.HeroItem.Vigour_VV_Necklace,1468,0
ItemID.HeroItem.Vigour_VV_Ring,1469,0
ItemID.HeroItem.Vigour_VV_Shoulders,1470,0
ItemID.HeroItem.Vigour_WT_Back,1471,0
ItemID.HeroItem.Vigour_WT_Chest,1472,0
ItemID.HeroItem.Vigour_WT_Feet,1473,0
ItemID.HeroItem.Vigour_WT_Hands,1474,0
ItemID.HeroItem.Vigour_WT_Head,1475,0
ItemID.HeroItem.Vigour_WT_Legs,1476,0
ItemID.HeroItem.Vigour_WT_Necklace,1477,0
ItemID.HeroItem.Vigour_WT_Ring,1478,0
ItemID.HeroItem.Vigour_WT_Shoulders,1479,0
ItemID.VisualCollection.Mosse.TrimLeaderboard,1480,0
ItemID.VisualCollection.Firemage.FmCloth1,1481,0
ItemID.VisualCollection.Ink.Beastslayer1,1482,0
ItemID.VisualCollection.Mara.Shadowblade1,1483,0
ItemID.VisualCollection.Meiko.CmLeather1,1484,0
ItemID.VisualCollection.Rime.RmCloth1,1485,0
ItemID.VisualCollection.Vigor.DrPlate1,1486,0
ItemID.HeroItem.DamageReduction_Relic_Intellect,1487,0
ItemID.HeroItem.Dispel_Relic_Agility,1488,0
ItemID.HeroItem.Dispel_Relic_Strength,1489,0
ItemID.HeroItem.GroupInvs_Relic_Agility,1490,0
ItemID.HeroItem.GroupInvs_Relic_Intellect,1491,0
ItemID.HeroItem.GroupInvs_Relic_Strength,1492,0
ItemID.HeroItem.Helena_SetC_Head,1493,0
ItemID.HeroItem.PolymorphChicken_Relic_Agility,1494,0
ItemID.HeroItem.PolymorphChicken_Relic_Intellect,1495,0
ItemID.HeroItem.PolymorphChicken_Relic_Strength,1496,0
ItemID.HeroItem.Portal_Relic_Agility,1497,0
ItemID.HeroItem.Portal_Relic_Intellect,1498,0
ItemID.HeroItem.Portal_Relic_Strength,1499,0
ItemID.HeroItem.Sylvie_SetD_Chest,1500,0
ItemID.HeroItem.Ardeos_SetB_Chest,1501,0
ItemID.HeroItem.Ardeos_SetB_Shoulders,1502,0
ItemID.HeroItem.Ardeos_SetC_Legs,1503,0
ItemID.HeroItem.Ardeos_SetD_Chest,1504,0
ItemID.HeroItem.Ardeos_SetD_Head,1505,0
ItemID.HeroItem.Sylvie_VV_Feet,1506,0
ItemID.VisualCollection.Naked,1507,0
ItemID.VisualCollection.Rime.BlidSeer1,1508,0
ItemID.HeroItem.Ardeos_Legendary_Back,1509,0
ItemID.HeroItem.Ardeos_Legendary_Chest,1510,0
ItemID.HeroItem.Ardeos_Legendary_Feet,1511,0
ItemID.HeroItem.Ardeos_Legendary_Hands,1512,0
ItemID.HeroItem.Ardeos_Legendary_Helm,1513,0
ItemID.HeroItem.Ardeos_Legendary_Legs,1514,0
ItemID.HeroItem.Ardeos_Legendary_Necklace,1515,0
ItemID.HeroItem.Ardeos_Legendary_Ring,1516,0
ItemID.HeroItem.Ardeos_Legendary_Shoulders,1517,0
ItemID.HeroItem.Ardeos_Legendary_Wrists,1518,0
ItemID.HeroItem.BowGuy_Legendary_Back,1519,0
ItemID.HeroItem.BowGuy_Legendary_Chest,1520,0
ItemID.HeroItem.BowGuy_Legendary_Feet,1521,0
ItemID.HeroItem.BowGuy_Legendary_Hands,1522,0
ItemID.HeroItem.BowGuy_Legendary_Helm,1523,0
ItemID.HeroItem.BowGuy_Legendary_Legs,1524,0
ItemID.HeroItem.BowGuy_Legendary_Necklace,1525,0
ItemID.HeroItem.BowGuy_Legendary_Ring,1526,0
ItemID.HeroItem.BowGuy_Legendary_Shoulders,1527,0
ItemID.HeroItem.BowGuy_Legendary_Wrists,1528,0
ItemID.HeroItem.Gunde_Legendary_Back,1529,0
ItemID.HeroItem.Gunde_Legendary_Chest,1530,0
ItemID.HeroItem.Gunde_Legendary_Feet,1531,0
ItemID.HeroItem.Gunde_Legendary_Hands,1532,0
ItemID.HeroItem.Gunde_Legendary_Helm,1533,0
ItemID.HeroItem.Gunde_Legendary_Legs,1534,0
ItemID.HeroItem.Gunde_Legendary_Necklace,1535,0
ItemID.HeroItem.Gunde_Legendary_Ring,1536,0
ItemID.HeroItem.Gunde_Legendary_Shoulders,1537,0
ItemID.HeroItem.Gunde_Legendary_Wrists,1538,0
ItemID.HeroItem.Helena_Legendary_Back,1539,0
ItemID.HeroItem.Helena_Legendary_Chest,1540,0
ItemID.HeroItem.Helena_Legendary_Feet,1541,0
ItemID.HeroItem.Helena_Legendary_Hands,1542,0
ItemID.HeroItem.Helena_Legendary_Helm,1543,0
ItemID.HeroItem.Helena_Legendary_Legs,1544,0
ItemID.HeroItem.Helena_Legendary_Necklace,1545,0
ItemID.HeroItem.Helena_Legendary_Ring,1546,0
ItemID.HeroItem.Helena_Legendary_Shoulders,1547,0
ItemID.HeroItem.Helena_Legendary_Wrists,1548,0
ItemID.HeroItem.Mara_Legendary_Back,1549,0
ItemID.HeroItem.Mara_Legendary_Chest,1550,0
ItemID.HeroItem.Mara_Legendary_Feet,1551,0
ItemID.HeroItem.Mara_Legendary_Hands,1552,0
ItemID.HeroItem.Mara_Legendary_Helm,1553,0
ItemID.HeroItem.Mara_Legendary_Legs,1554,0
ItemID.HeroItem.Mara_Legendary_Necklace,1555,0
ItemID.HeroItem.Mara_Legendary_Ring,1556,0
ItemID.HeroItem.Mara_Legendary_Shoulders,1557,0
ItemID.HeroItem.Mara_Legendary_Wrists,1558,0
ItemID.HeroItem.Meiko_Legendary_Back,1559,0
ItemID.HeroItem.Meiko_Legendary_Chest,1560,0
ItemID.HeroItem.Meiko_Legendary_Feet,1561,0
ItemID.HeroItem.Meiko_Legendary_Hands,1562,0
ItemID.HeroItem.Meiko_Legendary_Helm,1563,0
ItemID.HeroItem.Meiko_Legendary_Legs,1564,0
ItemID.HeroItem.Meiko_Legendary_Necklace,1565,0
ItemID.HeroItem.Meiko_Legendary_Ring,1566,0
ItemID.HeroItem.Meiko_Legendary_Shoulders,1567,0
ItemID.HeroItem.Meiko_Legendary_Wrists,1568,0
ItemID.HeroItem.Rime_Legendary_Back,1569,0
ItemID.HeroItem.Rime_Legendary_Chest,1570,0
ItemID.HeroItem.Rime_Legendary_Feet,1571,0
ItemID.HeroItem.Rime_Legendary_Hands,1572,0
ItemID.HeroItem.Rime_Legendary_Helm,1573,0
ItemID.HeroItem.Rime_Legendary_Legs,1574,0
ItemID.HeroItem.Rime_Legendary_Necklace,1575,0
ItemID.HeroItem.Rime_Legendary_Ring,1576,0
ItemID.HeroItem.Rime_Legendary_Shoulders,1577,0
ItemID.HeroItem.Rime_Legendary_Wrists,1578,0
ItemID.HeroItem.Sylvie_Legendary_Back,1579,0
ItemID.HeroItem.Sylvie_Legendary_Chest,1580,0
ItemID.HeroItem.Sylvie_Legendary_Feet,1581,0
ItemID.HeroItem.Sylvie_Legendary_Hands,1582,0
ItemID.HeroItem.Sylvie_Legendary_Helm,1583,0
ItemID.HeroItem.Sylvie_Legendary_Legs,1584,0
ItemID.HeroItem.Sylvie_Legendary_Necklace,1585,0
ItemID.HeroItem.Sylvie_Legendary_Ring,1586,0
ItemID.HeroItem.Sylvie_Legendary_Shoulders,1587,0
ItemID.HeroItem.Sylvie_Legendary_Wrists,1588,0
ItemID.HeroItem.Tariq_Legendary_Back,1589,0
ItemID.HeroItem.Tariq_Legendary_Chest,1590,0
ItemID.HeroItem.Tariq_Legendary_Feet,1591,0
ItemID.HeroItem.Tariq_Legendary_Hands,1592,0
ItemID.HeroItem.Tariq_Legendary_Helm,1593,0
ItemID.HeroItem.Tariq_Legendary_Legs,1594,0
ItemID.HeroItem.Tariq_Legendary_Necklace,1595,0
ItemID.HeroItem.Tariq_Legendary_Ring,1596,0
ItemID.HeroItem.Tariq_Legendary_Shoulders,1597,0
ItemID.HeroItem.Tariq_Legendary_Wrists,1598,0
ItemID.HeroItem.Vigour_Legendary_Back,1599,0
ItemID.HeroItem.Vigour_Legendary_Chest,1600,0
ItemID.HeroItem.Vigour_Legendary_Feet,1601,0
ItemID.HeroItem.Vigour_Legendary_Hands,1602,0
ItemID.HeroItem.Vigour_Legendary_Helm,1603,0
ItemID.HeroItem.Vigour_Legendary_Legs,1604,0
ItemID.HeroItem.Vigour_Legendary_Necklace,1605,0
ItemID.HeroItem.Vigour_Legendary_Ring,1606,0
ItemID.HeroItem.Vigour_Legendary_Shoulders,1607,0
ItemID.HeroItem.Vigour_Legendary_Wrists,1608,0
ItemID.CosmeticSwatch,1609,0
ItemID.CosmeticSwatch.Tariq,1610,0
ItemID.CosmeticSwatch.Tariq.1,1611,0
ItemID.CosmeticSwatch.Tariq.2,1612,0
ItemID.HeroAbility,1613,0
ItemID.HeroAbility.A,1614,0
ItemID.HeroAbility.B,1615,0
ItemID.HeroAbility.C,1616,0
ItemID.HeroAbility.D,1617,0
ItemID.HeroAbility.E,1618,0
ItemID.HeroAbility.F,1619,0
ItemID.HeroAbility.G,1620,0
ItemID.HeroAbility.H,1621,0
ItemID.HeroAbility.I,1622,0
ItemID.HeroAbility.J,1623,0
ItemID.HeroAbility.K,1624,0
ItemID.HeroAbility.L,1625,0
ItemID.HeroAbility.M,1626,0
ItemID.HeroAbility.N,1627,0
ItemID.Progression,1628,0
ItemID.Progression.MasteryPoints,1629,0
ItemID.Progression.TalentPoints,1630,0
ItemID.Progression.TalentRows,1631,0
ItemID.CosmeticSwatch.Global,1632,0
ItemID.CosmeticSwatch.Global.BasicBlue,1633,0
ItemID.CosmeticSwatch.Global.BasicRed,1634,0
ItemID.CosmeticSwatch.Global.Green,1635,0
ItemID.VisualTrim,1636,0
ItemID.VisualTrim.Global,1637,0
ItemID.VisualTrim.Global.TestBlue,1638,0
ItemID.VisualTrim.Global.TestGreen,1639,0
ItemID.VisualTrim.Global.TestRed,1640,0
ItemID.VisualTrim.Global.TestBlack,1641,0
ItemID.VisualCollection.Firemage.DragonStorm,1642,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank0,1643,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank0.Var0,1644,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank0.Var1,1645,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank1,1646,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank1.Var0,1647,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank1.Var1,1648,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank2,1649,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank2.Var0,1650,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank2.Var1,1651,0
ItemID.VisualCollection.Firemage.FmCloth1.Rank0,1652,0
ItemID.VisualCollection.Firemage.FmCloth1.Rank0.Var0,1653,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank0,1654,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank0.Var0,1655,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank0.Var1,1656,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank1,1657,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank1.Var0,1658,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank1.Var1,1659,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank2,1660,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank2.Var0,1661,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank2.Var1,1662,0
ItemID.VisualCollection.Trim,1663,0
ItemID.VisualCollection.Trim.Global,1664,0
ItemID.VisualCollection.Trim.Global.TestTrim1,1665,0
ItemID.VisualCollection.Trim.Global.TestTrim2,1666,0
ItemID.VisualCollection.Trim.Global.TestTrim3,1667,0
ItemID.VisualCollection.Trim.Global.TestTrim4,1668,0
ItemID.VisualCollection.Bowguy,1669,0
ItemID.VisualCollection.Bowguy.Placeholder,1670,0
ItemID.VisualCollection.Bowguy.Placeholder.Rank0,1671,0
ItemID.VisualCollection.Bowguy.Placeholder.Rank0.Var0,1672,0
ItemID.VisualCollection.Gunde,1673,0
ItemID.VisualCollection.Gunde.Placeholder,1674,0
ItemID.VisualCollection.Gunde.Placeholder.Rank0,1675,0
ItemID.VisualCollection.Gunde.Placeholder.Rank0.Var0,1676,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank0,1677,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank0.Var0,1678,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank0.Var1,1679,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank1,1680,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank1.Var0,1681,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank1.Var1,1682,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank2,1683,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank2.Var0,1684,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank2.Var1,1685,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank0,1686,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank0.Var0,1687,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank0.Var1,1688,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank1,1689,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank1.Var0,1690,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank1.Var1,1691,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank2,1692,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank2.Var0,1693,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank2.Var1,1694,0
ItemID.VisualCollection.Mosse.PtalMetal,1695,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank0,1696,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank0.Var0,1697,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank0.Var1,1698,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank1,1699,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank1.Var0,1700,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank1.Var1,1701,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank2,1702,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank2.Var0,1703,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank2.Var1,1704,0
ItemID.VisualCollection.Rime.BlidSeer1.Rank0,1705,0
ItemID.VisualCollection.Rime.BlidSeer1.Rank0.Var0,1706,0
ItemID.VisualCollection.Rime.BlidSeer1.Rank0.Var1,1707,0
ItemID.VisualCollection.Rime.BlidSeer1.Rank1,1708,0
ItemID.VisualCollection.Rime.BlidSeer1.Rank1.Var0,1709,0
ItemID.VisualCollection.Rime.BlidSeer1.Rank1.Var1,1710,0
ItemID.VisualCollection.Rime.BlidSeer1.Rank2,1711,0
ItemID.VisualCollection.Rime.BlidSeer1.Rank2.Var0,1712,0
ItemID.VisualCollection.Rime.BlidSeer1.Rank2.Var1,1713,0
ItemID.VisualCollection.Rime.RmCloth1.Rank0,1714,0
ItemID.VisualCollection.Rime.RmCloth1.Rank0.Var0,1715,0
ItemID.VisualCollection.Rime.RmCloth1.Rank0.Var1,1716,0
ItemID.VisualCollection.Rime.RmCloth1.Rank1,1717,0
ItemID.VisualCollection.Rime.RmCloth1.Rank1.Var0,1718,0
ItemID.VisualCollection.Rime.RmCloth1.Rank1.Var1,1719,0
ItemID.VisualCollection.Rime.RmCloth1.Rank2,1720,0
ItemID.VisualCollection.Rime.RmCloth1.Rank2.Var0,1721,0
ItemID.VisualCollection.Rime.RmCloth1.Rank2.Var1,1722,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank0,1723,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank0.Var0,1724,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank0.Var1,1725,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank1,1726,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank1.Var0,1727,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank1.Var1,1728,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank2,1729,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank2.Var0,1730,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank2.Var1,1731,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank0,1732,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank0.Var0,1733,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank0.Var1,1734,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank1,1735,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank1.Var0,1736,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank1.Var1,1737,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank2,1738,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank2.Var0,1739,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank2.Var1,1740,0
ItemID.VisualCollection.Warmaster.Hellfire.Var0,1741,0
ItemID.Progression.NumLegendaryEquipable,1742,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank0.Var2,1743,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank1.Var2,1744,0
ItemID.VisualCollection.Mara.Shadowblade1.Rank2.Var2,1745,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank0.Var2,1746,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank1.Var2,1747,0
ItemID.VisualCollection.Meiko.CmLeather1.Rank2.Var2,1748,0
ItemID.VisualCollection.Meiko.CmLeather1.Var2,1749,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank0.Var2,1750,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank1.Var2,1751,0
ItemID.VisualCollection.Mosse.PtalMetal.Rank2.Var2,1752,0
ItemID.VisualCollection.Rime.RmCloth1.Rank0.Var2,1753,0
ItemID.VisualCollection.Rime.RmCloth1.Rank1.Var2,1754,0
ItemID.VisualCollection.Rime.RmCloth1.Rank2.Var2,1755,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank0.Var2,1756,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank1.Var2,1757,0
ItemID.VisualCollection.Warmaster.FkPlate.Rank2.Var2,1758,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank0.Var2,1759,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank1.Va2,1760,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank1.Var2,1761,0
ItemID.VisualCollection.Firemage.DragonStorm.Rank2.Var2,1762,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank0.Var2,1763,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank1.Var2,1764,0
ItemID.VisualCollection.Ink.Beastslayer1.Rank2.Var2,1765,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank0.Var2,1766,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank1.Var2,1767,0
ItemID.VisualCollection.Vigor.DrPlate1.Rank2.Var2,1768,0
ItemID.SetBonus.SetA_Percentage_DH,1769,0
ItemID.SetBonus.SetA_Percentage_T,1770,0
ItemID.SetBonus.SetD_Percentage_D,1771,0
ItemID.SetBonus.SetD_Percentage_H,1772,0
ItemID.Currency.QuickplayToken,1773,0
ItemID.VisualCollection.Firemage.Prince1,1774,0
ItemID.VisualCollection.Ink.MadnessOfTheVoid1,1775,0
ItemID.VisualCollection.Meiko.ZaralethsHunger1,1776,0
ItemID.VisualCollection.Mosse.TitaniaFae,1777,0
ItemID.VisualCollection.Rime.ArcticOwl,1778,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank0,1779,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank0.Var0,1780,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank0.Var1,1781,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank0.Var2,1782,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank1,1783,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank1.Var0,1784,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank1.Var1,1785,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank1.Var2,1786,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank2,1787,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank2.Var0,1788,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank2.Var1,1789,0
ItemID.VisualCollection.Rime.ArcticOwl.Rank2.Var2,1790,0
ItemID.VisualCollection.Rime.ArcticOwl.Tank1,1791,0
ItemID.VisualCollection.Rime.WildNature1,1792,0
ItemID.VisualCollection.Vigor.DwarvenFire1,1793,0
ItemID.HeroItem.Ardeos_Weapon_1.1,1794,0
ItemID.HeroItem.Ardeos_Weapon_1.2,1795,0
ItemID.HeroItem.Ardeos_Weapon_1.3,1796,0
ItemID.HeroItem.Ardeos_Weapon_1.4,1797,0
ItemID.HeroItem.Ardeos_Weapon_1.5,1798,0
ItemID.HeroItem.Ardeos_Weapon_2.1,1799,0
ItemID.HeroItem.Ardeos_Weapon_2.2,1800,0
ItemID.HeroItem.Ardeos_Weapon_2.3,1801,0
ItemID.HeroItem.Ardeos_Weapon_2.4,1802,0
ItemID.HeroItem.Ardeos_Weapon_2.5,1803,0
ItemID.HeroItem.Ardeos_Weapon_3.1,1804,0
ItemID.HeroItem.Ardeos_Weapon_3.2,1805,0
ItemID.HeroItem.Ardeos_Weapon_3.3,1806,0
ItemID.HeroItem.Ardeos_Weapon_3.4,1807,0
ItemID.HeroItem.Ardeos_Weapon_3.5,1808,0
ItemID.HeroItem.Ardeos_Weapon_4.1,1809,0
ItemID.HeroItem.Ardeos_Weapon_4.2,1810,0
ItemID.HeroItem.Ardeos_Weapon_4.3,1811,0
ItemID.HeroItem.Ardeos_Weapon_4.4,1812,0
ItemID.HeroItem.Ardeos_Weapon_4.5,1813,0
ItemID.HeroItem.Bowguy_Weapon_1.1,1814,0
ItemID.HeroItem.Bowguy_Weapon_1.2,1815,0
ItemID.HeroItem.Bowguy_Weapon_1.3,1816,0
ItemID.HeroItem.Bowguy_Weapon_1.4,1817,0
ItemID.HeroItem.Bowguy_Weapon_1.5,1818,0
ItemID.HeroItem.Bowguy_Weapon_2.1,1819,0
ItemID.HeroItem.Bowguy_Weapon_2.2,1820,0
ItemID.HeroItem.Bowguy_Weapon_2.3,1821,0
ItemID.HeroItem.Bowguy_Weapon_2.4,1822,0
ItemID.HeroItem.Bowguy_Weapon_2.5,1823,0
ItemID.HeroItem.Bowguy_Weapon_3.1,1824,0
ItemID.HeroItem.Bowguy_Weapon_3.2,1825,0
ItemID.HeroItem.Bowguy_Weapon_3.3,1826,0
ItemID.HeroItem.Bowguy_Weapon_3.4,1827,0
